fiscal_period_end,total_equity,total_debt,cash_and_equivalents,revenue,gross_profit,operating_income,ebit,net_income,shares_outstanding,revenue_ttm,gross_profit_ttm,operating_income_ttm,ebit_ttm,net_income_ttm,ticker
2018-12-31,18180000000.0,13342000000.0,9287000000.0,-21974000000.0,3044000000.0,-4097000000.0,-4097000000.0,-2422000000.0,729600000.0,41802000000.0,12756000000.0,7487000000.0,7487000000.0,6765000000.0,HON
2019-03-31,18767000000.0,12112000000.0,8625000000.0,8884000000.0,3005000000.0,1842000000.0,1842000000.0,1416000000.0,727700000.0,40294000000.0,12560000000.0,7420000000.0,7420000000.0,6743000000.0,HON
2019-06-30,17870000000.0,12166000000.0,8225000000.0,18127000000.0,3149000000.0,3824000000.0,3824000000.0,2957000000.0,719500000.0,37110000000.0,12404000000.0,7336000000.0,7336000000.0,6995000000.0,HON
2019-09-30,18109000000.0,14523000000.0,10908000000.0,27213000000.0,3048000000.0,5791000000.0,5791000000.0,4581000000.0,714500000.0,32250000000.0,12246000000.0,7360000000.0,7360000000.0,6532000000.0,HON
2019-12-31,18494000000.0,14626000000.0,9067000000.0,-17515000000.0,3168000000.0,-3898000000.0,-3898000000.0,-2811000000.0,711100000.0,36709000000.0,12370000000.0,7559000000.0,7559000000.0,6143000000.0,HON
2020-03-31,17644000000.0,15070000000.0,7721000000.0,8463000000.0,2929000000.0,1935000000.0,1935000000.0,1581000000.0,701800000.0,36288000000.0,12294000000.0,7652000000.0,7652000000.0,6308000000.0,HON
2020-06-30,18147000000.0,21122000000.0,13778000000.0,15940000000.0,2201000000.0,3154000000.0,3154000000.0,2662000000.0,701800000.0,34101000000.0,11346000000.0,6982000000.0,6982000000.0,6013000000.0,HON
2020-09-30,18074000000.0,21237000000.0,14036000000.0,23737000000.0,2414000000.0,4302000000.0,4302000000.0,3420000000.0,701700000.0,30625000000.0,10712000000.0,5493000000.0,5493000000.0,4852000000.0,HON
2021-03-31,17986000000.0,19692000000.0,11718000000.0,8454000000.0,,1775000000.0,1775000000.0,1427000000.0,694600000.0,56594000000.0,,11166000000.0,11166000000.0,9090000000.0,HON
2021-06-30,17938000000.0,19711000000.0,11427000000.0,17262000000.0,,3568000000.0,3568000000.0,2857000000.0,690400000.0,65393000000.0,,12799000000.0,12799000000.0,10366000000.0,HON
2021-09-30,17842000000.0,17905000000.0,11087000000.0,25735000000.0,,5361000000.0,5361000000.0,4114000000.0,688400000.0,75188000000.0,,15006000000.0,15006000000.0,11818000000.0,HON
2021-12-31,18569000000.0,17796000000.0,10959000000.0,-13748000000.0,,-2156000000.0,-2156000000.0,-2121000000.0,684800000.0,37703000000.0,,8548000000.0,8548000000.0,6277000000.0,HON
2022-03-31,18365000000.0,16162000000.0,9281000000.0,8376000000.0,,1766000000.0,1766000000.0,1134000000.0,680700000.0,37625000000.0,,8539000000.0,8539000000.0,5984000000.0,HON
2022-06-30,17541000000.0,15978000000.0,8248000000.0,17329000000.0,,3633000000.0,3633000000.0,2395000000.0,673700000.0,37692000000.0,,8604000000.0,8604000000.0,5522000000.0,HON
2022-09-30,17707000000.0,15670000000.0,7449000000.0,26280000000.0,,5585000000.0,5585000000.0,3947000000.0,672300000.0,38237000000.0,,8828000000.0,8828000000.0,5355000000.0,HON
2022-12-31,16697000000.0,17840000000.0,9627000000.0,-16519000000.0,,-2962000000.0,-2962000000.0,-2510000000.0,667600000.0,35466000000.0,,8022000000.0,8022000000.0,4966000000.0,HON
2023-03-31,16919000000.0,18225000000.0,6869000000.0,8864000000.0,,1947000000.0,1947000000.0,1394000000.0,665700000.0,35954000000.0,,8203000000.0,8203000000.0,5226000000.0,HON
2023-06-30,17299000000.0,20428000000.0,8626000000.0,18010000000.0,,3999000000.0,3999000000.0,2881000000.0,664000000.0,36635000000.0,,8569000000.0,8569000000.0,5712000000.0,HON
2023-09-30,17231000000.0,18616000000.0,7770000000.0,27222000000.0,,6081000000.0,6081000000.0,4395000000.0,659300000.0,37577000000.0,,9065000000.0,9065000000.0,6160000000.0,HON
2023-12-31,15856000000.0,18647000000.0,7925000000.0,-17434000000.0,,-3429000000.0,-3429000000.0,-3012000000.0,651800000.0,36662000000.0,,8598000000.0,8598000000.0,5658000000.0,HON
2024-03-31,16454000000.0,24002000000.0,11756000000.0,9105000000.0,,2021000000.0,2021000000.0,1463000000.0,651200000.0,36903000000.0,,8672000000.0,8672000000.0,5727000000.0,HON
2024-06-30,16947000000.0,25413000000.0,9576000000.0,18682000000.0,,4293000000.0,4293000000.0,3007000000.0,649700000.0,37575000000.0,,8966000000.0,8966000000.0,5853000000.0,HON
2024-09-30,17406000000.0,29069000000.0,10644000000.0,28410000000.0,,6589000000.0,6589000000.0,4420000000.0,650200000.0,38763000000.0,,9474000000.0,9474000000.0,5878000000.0,HON
2024-12-31,18619000000.0,29752000000.0,10567000000.0,-17699000000.0,,-4204000000.0,-4204000000.0,-3185000000.0,649800000.0,38498000000.0,,8699000000.0,8699000000.0,5705000000.0,HON
2025-03-31,17463000000.0,31500000000.0,9657000000.0,9822000000.0,,2258000000.0,2258000000.0,1449000000.0,642700000.0,39215000000.0,,8936000000.0,8936000000.0,5691000000.0,HON
2025-06-30,16095000000.0,36438000000.0,10349000000.0,20174000000.0,,4624000000.0,4624000000.0,3019000000.0,634900000.0,40707000000.0,,9267000000.0,9267000000.0,5703000000.0,HON
2025-09-30,16782000000.0,36965000000.0,12930000000.0,30582000000.0,,7031000000.0,7031000000.0,4844000000.0,634900000.0,42879000000.0,,9709000000.0,9709000000.0,6127000000.0,HON
2007-12-31,118755000000.0,,,77300000000.0,,,,3617000000.0,4905800000.0,,,,,,C
2008-09-30,129524000000.0,,,45953000000.0,,,,-10421000000.0,5238300000.0,,,,,,C
2008-12-31,141630000000.0,486284000000.0,,51599000000.0,,,,-27684000000.0,5450068.0,,,,,,C
2009-03-31,145927000000.0,,,24521000000.0,,,,1593000000.0,5385000000.0,199373000000.0,,,,-32895000000.0,C
2009-06-30,154168000000.0,,,54490000000.0,,,,5872000000.0,5392300000.0,176563000000.0,,,,-30640000000.0,C
2009-09-30,140842000000.0,444288000000.0,,74880000000.0,,,,5973000000.0,22863947.0,205490000000.0,,,,-14246000000.0,C
2009-12-31,152700000000.0,432898000000.0,,-94567000000.0,,,,32882000000.0,28483267000.0,59324000000.0,,,,46320000000.0,C
2010-03-31,151421000000.0,535968000000.0,,25421000000.0,,,,4428000000.0,28620248000.0,60224000000.0,,,,49155000000.0,C
2010-06-30,154806000000.0,506049000000.0,,47492000000.0,,,,7125000000.0,28975419000.0,53226000000.0,,,,50408000000.0,C
2010-09-30,162913000000.0,474343000000.0,,68230000000.0,,,,9293000000.0,29049601000.0,46576000000.0,,,,53728000000.0,C
2010-12-31,163468000000.0,459973000000.0,,-60640000000.0,,,,-6156000000.0,28776000000.0,80503000000.0,,,,14690000000.0,C
2011-03-31,171037000000.0,455163000000.0,,19726000000.0,,,,2999000000.0,29043500000.0,74808000000.0,,,,13261000000.0,C
2011-06-30,176364000000.0,425347000000.0,,40348000000.0,,,,6340000000.0,2906500000.0,67664000000.0,,,,12476000000.0,C
2011-09-30,177372000000.0,399642000000.0,,61179000000.0,,,,10111000000.0,2907900000.0,60613000000.0,,,,13294000000.0,C
2011-12-31,177806000000.0,377946000000.0,,-42900000000.0,,,,-8383000000.0,2909800000.0,78353000000.0,,,,11067000000.0,C
2012-03-31,181820000000.0,366690000000.0,,19406000000.0,,,,2931000000.0,2926200000.0,78033000000.0,,,,10999000000.0,C
2012-06-30,183911000000.0,347032000000.0,,38048000000.0,,,,5877000000.0,2926400000.0,75733000000.0,,,,10536000000.0,C
2012-09-30,186777000000.0,321026000000.0,,51999000000.0,,,,6345000000.0,2926500000.0,66553000000.0,,,,6770000000.0,C
2012-12-31,189049000000.0,291490000000.0,,-39280000000.0,,,,-7612000000.0,2930600000.0,70173000000.0,,,,7541000000.0,C
2013-03-31,193359000000.0,282519000000.0,,20491000000.0,,,,3808000000.0,3040100000.0,71258000000.0,,,,8418000000.0,C
2013-06-30,195926000000.0,279766000000.0,,40706000000.0,,,,7990000000.0,3040400000.0,73916000000.0,,,,10531000000.0,C
2013-09-30,200846000000.0,280497000000.0,,58586000000.0,,,,11217000000.0,3038400000.0,80503000000.0,,,,15403000000.0,C
2013-12-31,204339000000.0,280060000000.0,,-43417000000.0,,,,-9342000000.0,3035800000.0,76366000000.0,,,,13673000000.0,C
2014-03-31,208462000000.0,281650000000.0,,20124000000.0,,,,3943000000.0,3037400000.0,75999000000.0,,,,13808000000.0,C
2014-06-30,211362000000.0,286518000000.0,,39466000000.0,,,,4124000000.0,3035600000.0,74759000000.0,,,,9942000000.0,C
2014-09-30,212272000000.0,288680000000.0,,59070000000.0,,,,6963000000.0,3033500000.0,75243000000.0,,,,5688000000.0,C
2014-12-31,210534000000.0,281415000000.0,,-41778000000.0,,,,-7717000000.0,3031600000.0,76882000000.0,,,,7313000000.0,C
2015-03-31,214620000000.0,249927000000.0,,19736000000.0,,,,4770000000.0,3034200000.0,76494000000.0,,,,8140000000.0,C
2015-06-30,219440000000.0,237752000000.0,,39206000000.0,,,,9616000000.0,3027100000.0,76234000000.0,,,,13632000000.0,C
2015-09-30,220848000000.0,236112000000.0,,57898000000.0,,,,13907000000.0,3015800000.0,75062000000.0,,,,20576000000.0,C
2015-12-31,221857000000.0,222354000000.0,133097000000.0,-40486000000.0,,,,-11051000000.0,3004000000.0,76354000000.0,,,,17242000000.0,C
2016-03-31,227522000000.0,228728000000.0,,17555000000.0,,4987000000.0,4987000000.0,3501000000.0,2943000000.0,74173000000.0,,,,15973000000.0,C
2016-06-30,231888000000.0,225856000000.0,,35103000000.0,,10757000000.0,10757000000.0,7499000000.0,2929400000.0,70070000000.0,,,,13856000000.0,C
2016-09-30,231575000000.0,238578000000.0,,52863000000.0,,16377000000.0,16377000000.0,11339000000.0,2912900000.0,65035000000.0,,,,11288000000.0,C
2016-12-31,225120000000.0,236879000000.0,160494000000.0,-35646000000.0,,-10644000000.0,-10644000000.0,-7427000000.0,2888100000.0,69875000000.0,,21477000000.0,21477000000.0,14912000000.0,C
2017-03-31,228132000000.0,234657000000.0,180045000000.0,18120000000.0,,5981000000.0,5981000000.0,4090000000.0,2765300000.0,70440000000.0,,22471000000.0,22471000000.0,15501000000.0,C
2017-06-30,230019000000.0,261698000000.0,186082000000.0,36021000000.0,,11659000000.0,11659000000.0,7962000000.0,2752200000.0,71358000000.0,,23373000000.0,23373000000.0,15964000000.0,C
2017-09-30,227634000000.0,270822000000.0,186109000000.0,54194000000.0,,17662000000.0,17662000000.0,12095000000.0,2729300000.0,72689000000.0,,24658000000.0,24658000000.0,16720000000.0,C
2017-12-31,200740000000.0,281161000000.0,180516000000.0,-36886000000.0,,-12541000000.0,-12541000000.0,-30945000000.0,2698500000.0,71449000000.0,,22761000000.0,22761000000.0,-6798000000.0,C
2018-03-31,201915000000.0,274032000000.0,202704000000.0,18872000000.0,,6090000000.0,6090000000.0,4620000000.0,2561600000.0,72201000000.0,,22870000000.0,22870000000.0,-6268000000.0,C
2018-06-30,200094000000.0,274055000000.0,200902000000.0,37341000000.0,,12035000000.0,12035000000.0,9110000000.0,2546200000.0,73521000000.0,,23246000000.0,23246000000.0,-5120000000.0,C
2018-09-30,197004000000.0,269040000000.0,199286000000.0,55730000000.0,,18139000000.0,18139000000.0,13732000000.0,2524100000.0,75057000000.0,,23723000000.0,23723000000.0,-3483000000.0,C
2018-12-31,196220000000.0,264345000000.0,188105000000.0,-39089000000.0,,-12819000000.0,-12819000000.0,-9417000000.0,2493300000.0,72854000000.0,,23445000000.0,23445000000.0,18045000000.0,C
2019-03-31,196252000000.0,282888000000.0,,18576000000.0,,6012000000.0,6012000000.0,4710000000.0,2340400000.0,72558000000.0,,23367000000.0,23367000000.0,18135000000.0,C
2019-06-30,197359000000.0,294631000000.0,,37334000000.0,,12177000000.0,12177000000.0,9509000000.0,2313200000.0,72551000000.0,,23509000000.0,23509000000.0,18534000000.0,C
2019-09-30,196373000000.0,277468000000.0,,55908000000.0,,18199000000.0,18199000000.0,14422000000.0,2282400000.0,72729000000.0,,23569000000.0,23569000000.0,19224000000.0,C
2019-12-31,193242000000.0,293809000000.0,,-37532000000.0,,-12487000000.0,-12487000000.0,-9240000000.0,2249200000.0,74286000000.0,,23901000000.0,23901000000.0,19401000000.0,C
2020-03-31,192331000000.0,321049000000.0,,20731000000.0,,3110000000.0,3110000000.0,2522000000.0,2097900000.0,76441000000.0,,20999000000.0,20999000000.0,17213000000.0,C
2020-06-30,191622000000.0,319931000000.0,,40497000000.0,,4558000000.0,4558000000.0,3838000000.0,2089800000.0,79604000000.0,,13380000000.0,13380000000.0,11542000000.0,C
2020-09-30,193876000000.0,310693000000.0,,57799000000.0,,8634000000.0,8634000000.0,7068000000.0,2087100000.0,81495000000.0,,3815000000.0,3815000000.0,4188000000.0,C
2020-12-31,199442000000.0,301200000000.0,,-44729000000.0,,-2670000000.0,-2670000000.0,-2381000000.0,2085800000.0,74298000000.0,,13632000000.0,13632000000.0,11047000000.0,C
2021-03-31,202549000000.0,288422000000.0,,19327000000.0,,10309000000.0,10309000000.0,7942000000.0,2082000000.0,72894000000.0,,20831000000.0,20831000000.0,16467000000.0,C
2021-06-30,202159000000.0,296037000000.0,,36801000000.0,,17657000000.0,17657000000.0,14135000000.0,2069300000.0,69198000000.0,,33930000000.0,33930000000.0,26764000000.0,C
2021-09-30,200875000000.0,287957000000.0,,53955000000.0,,23519000000.0,23519000000.0,18779000000.0,2049300000.0,65354000000.0,,48815000000.0,48815000000.0,38475000000.0,C
2021-12-31,201972000000.0,282347000000.0,,-38199000000.0,,-24016000000.0,-24016000000.0,-18904000000.0,2033000000.0,71884000000.0,,27469000000.0,27469000000.0,21952000000.0,C
2022-03-31,197709000000.0,284098000000.0,,19186000000.0,,5266000000.0,5266000000.0,4306000000.0,1971700000.0,71743000000.0,,22426000000.0,22426000000.0,18316000000.0,C
2022-06-30,199014000000.0,297479000000.0,,38824000000.0,,11237000000.0,11237000000.0,8853000000.0,1956600000.0,73766000000.0,,16006000000.0,16006000000.0,13034000000.0,C
2022-09-30,198560000000.0,300436000000.0,,57332000000.0,,15631000000.0,15631000000.0,12332000000.0,1950000000.0,77143000000.0,,8118000000.0,8118000000.0,6587000000.0,C
2022-12-31,201189000000.0,318702000000.0,,-40004000000.0,,-13327000000.0,-13327000000.0,-10646000000.0,1946700000.0,75338000000.0,,18807000000.0,18807000000.0,14845000000.0,C
2023-03-31,208295000000.0,319871000000.0,,21447000000.0,,6183000000.0,6183000000.0,4606000000.0,1943500000.0,77599000000.0,,19724000000.0,19724000000.0,15145000000.0,C
2023-06-30,208719000000.0,314940000000.0,,40883000000.0,,10225000000.0,10225000000.0,7521000000.0,1943200000.0,79658000000.0,,18712000000.0,18712000000.0,13813000000.0,C
2023-09-30,209503000000.0,318926000000.0,,61022000000.0,,15013000000.0,15013000000.0,11067000000.0,1936900000.0,83348000000.0,,18094000000.0,18094000000.0,12548000000.0,C
2023-12-31,205453000000.0,324076000000.0,,-44890000000.0,,-18511000000.0,-18511000000.0,-13966000000.0,1930100000.0,78462000000.0,,12910000000.0,12910000000.0,9228000000.0,C
2024-03-31,206585000000.0,317405000000.0,,21104000000.0,,4544000000.0,4544000000.0,3371000000.0,1910400000.0,78119000000.0,,11271000000.0,11271000000.0,7993000000.0,C
2024-06-30,208310000000.0,319015000000.0,,41243000000.0,,8854000000.0,8854000000.0,6588000000.0,1909100000.0,78479000000.0,,9900000000.0,9900000000.0,7060000000.0,C
2024-09-30,209083000000.0,340421000000.0,,61558000000.0,,13244000000.0,13244000000.0,9826000000.0,1906000000.0,79015000000.0,,8131000000.0,8131000000.0,5819000000.0,C
2024-12-31,208598000000.0,335805000000.0,,-42766000000.0,,-9596000000.0,-9596000000.0,-7103000000.0,1901400000.0,81139000000.0,,17046000000.0,17046000000.0,12682000000.0,C
2025-03-31,212408000000.0,344823000000.0,,21596000000.0,,5448000000.0,5448000000.0,4064000000.0,1879000000.0,81631000000.0,,17950000000.0,17950000000.0,13375000000.0,C
2025-06-30,213222000000.0,373321000000.0,,43264000000.0,,10667000000.0,10667000000.0,8083000000.0,1867500000.0,83652000000.0,,19763000000.0,19763000000.0,14870000000.0,C
2025-09-30,213023000000.0,370606000000.0,,65354000000.0,,16017000000.0,16017000000.0,11835000000.0,1851700000.0,87448000000.0,,22536000000.0,22536000000.0,16879000000.0,C
2008-07-27,,,1140532000.0,6085563000.0,2644123000.0,1038966000.0,1038966000.0,729651000.0,1359492000.0,,,,,,AMAT
2008-10-26,7548958000.0,202644000.0,1411624000.0,8129240000.0,3442828000.0,1355431000.0,1355431000.0,960746000.0,1330761000.0,,,,,,AMAT
2009-01-25,,,1366196000.0,1333396000.0,391576000.0,-196092000.0,-196092000.0,-132934000.0,1329223000.0,,,,,,AMAT
2009-04-26,,,1466976000.0,2353473000.0,547095000.0,-489375000.0,-489375000.0,-388324000.0,1330476000.0,17901672000.0,7025622000.0,1708930000.0,1708930000.0,1169139000.0,AMAT
2009-07-26,7013609000.0,202403000.0,1555470000.0,3487213000.0,871969000.0,-566558000.0,-566558000.0,-443189000.0,1331410000.0,15303322000.0,5253468000.0,103406000.0,103406000.0,-3701000.0,AMAT
2009-10-25,7094608000.0,201894000.0,1576381000.0,-12688409000.0,-5528115000.0,-2221455000.0,-2221455000.0,-1552535000.0,1340917000.0,-5514327000.0,-3717475000.0,-3473480000.0,-3473480000.0,-2516982000.0,AMAT
2009-10-31,,,1576000000.0,,,,,,,,,,,,AMAT
2010-01-31,7148143000.0,212947000.0,1399054000.0,1848902000.0,711184000.0,116343000.0,116343000.0,82751000.0,1341941000.0,,,,,,AMAT
2010-05-02,7321081000.0,206650000.0,1596429000.0,4144442000.0,1638076000.0,502140000.0,502140000.0,346755000.0,1342979000.0,,,,,,AMAT
2010-08-01,7278139000.0,206286000.0,1564337000.0,6662000000.0,2498204000.0,684791000.0,684791000.0,469851000.0,1336068000.0,,,,,,AMAT
2010-10-31,7536113000.0,205529000.0,1857664000.0,-800202000.0,278127000.0,1384384000.0,1384384000.0,989273000.0,1327998000.0,11855142000.0,5125591000.0,2687658000.0,2687658000.0,1888630000.0,AMAT
2011-01-30,7839000000.0,205000000.0,1974000000.0,2686000000.0,1136000000.0,674000000.0,674000000.0,506000000.0,1324000000.0,12692240000.0,5550407000.0,3245315000.0,3245315000.0,2311879000.0,AMAT
2011-05-01,8182000000.0,205000000.0,2558000000.0,5549000000.0,2325000000.0,1351000000.0,1351000000.0,995000000.0,1322000000.0,14096798000.0,6237331000.0,4094175000.0,4094175000.0,2960124000.0,AMAT
2011-07-31,8551000000.0,1947000000.0,5018000000.0,8336000000.0,3509000000.0,2037000000.0,2037000000.0,1471000000.0,1321000000.0,15770798000.0,7248127000.0,5446384000.0,5446384000.0,3961273000.0,AMAT
2011-10-30,8800000000.0,1947000000.0,5960000000.0,,,,,,1306000000.0,,,,,,AMAT
2012-01-29,8650000000.0,1949000000.0,1681000000.0,2189000000.0,786000000.0,179000000.0,179000000.0,117000000.0,1299000000.0,,,,,,AMAT
2012-04-29,8703000000.0,1947000000.0,1761000000.0,4730000000.0,1797000000.0,588000000.0,588000000.0,406000000.0,1294000000.0,,,,,,AMAT
2012-07-29,8339000000.0,1946000000.0,1529000000.0,7073000000.0,2726000000.0,910000000.0,910000000.0,624000000.0,1282000000.0,,,,,,AMAT
2012-10-28,7235000000.0,1946000000.0,1392000000.0,-5273000000.0,-1996000000.0,-1266000000.0,-1266000000.0,-1038000000.0,1197000000.0,8719000000.0,3313000000.0,411000000.0,411000000.0,109000000.0,AMAT
2013-01-27,7141000000.0,1946000000.0,1523000000.0,1573000000.0,582000000.0,39000000.0,39000000.0,34000000.0,1198000000.0,8103000000.0,3109000000.0,271000000.0,271000000.0,26000000.0,AMAT
2013-04-28,6898000000.0,1946000000.0,1545000000.0,3546000000.0,1390000000.0,-29000000.0,-29000000.0,-95000000.0,1200000000.0,6919000000.0,2702000000.0,-346000000.0,-346000000.0,-475000000.0,AMAT
2013-07-28,6954000000.0,1946000000.0,1745000000.0,5521000000.0,2196000000.0,221000000.0,221000000.0,73000000.0,1201000000.0,5367000000.0,2172000000.0,-1035000000.0,-1035000000.0,-1026000000.0,AMAT
2013-10-27,7088000000.0,1946000000.0,1711000000.0,-3131000000.0,-1177000000.0,201000000.0,201000000.0,244000000.0,1204000000.0,7509000000.0,2991000000.0,432000000.0,432000000.0,256000000.0,AMAT
2014-01-26,7241000000.0,1946000000.0,2144000000.0,2190000000.0,891000000.0,330000000.0,330000000.0,253000000.0,1206000000.0,8126000000.0,3300000000.0,723000000.0,723000000.0,475000000.0,AMAT
2014-04-27,7475000000.0,1947000000.0,2453000000.0,4543000000.0,1892000000.0,717000000.0,717000000.0,515000000.0,1211000000.0,9123000000.0,3802000000.0,1469000000.0,1469000000.0,1085000000.0,AMAT
2014-07-27,7684000000.0,1947000000.0,2726000000.0,6808000000.0,2884000000.0,1108000000.0,1108000000.0,816000000.0,1213000000.0,10410000000.0,4490000000.0,2356000000.0,2356000000.0,1828000000.0,AMAT
2014-10-26,7868000000.0,1947000000.0,3002000000.0,-4469000000.0,-1824000000.0,-635000000.0,-635000000.0,-512000000.0,1221000000.0,9072000000.0,3843000000.0,1520000000.0,1520000000.0,1072000000.0,AMAT
2015-01-25,8072000000.0,1947000000.0,2929000000.0,2359000000.0,959000000.0,458000000.0,458000000.0,348000000.0,1224000000.0,9241000000.0,3911000000.0,1648000000.0,1648000000.0,1167000000.0,AMAT
2015-04-26,8351000000.0,1947000000.0,3067000000.0,4801000000.0,1975000000.0,874000000.0,874000000.0,712000000.0,1227000000.0,9499000000.0,3994000000.0,1805000000.0,1805000000.0,1364000000.0,AMAT
2015-07-26,7977000000.0,1947000000.0,2574000000.0,7291000000.0,2993000000.0,1270000000.0,1270000000.0,1041000000.0,1225000000.0,9982000000.0,4103000000.0,1967000000.0,1967000000.0,1589000000.0,AMAT
2015-10-25,7613000000.0,4542000000.0,4797000000.0,-4792000000.0,-1975000000.0,-909000000.0,-909000000.0,-724000000.0,1160000000.0,9659000000.0,3952000000.0,1693000000.0,1693000000.0,1377000000.0,AMAT
2016-01-31,7168000000.0,3343000000.0,2962000000.0,2257000000.0,916000000.0,354000000.0,354000000.0,286000000.0,1146000000.0,9557000000.0,3909000000.0,1589000000.0,1589000000.0,1315000000.0,AMAT
2016-05-01,6565000000.0,3343000000.0,2470000000.0,4707000000.0,1920000000.0,779000000.0,779000000.0,606000000.0,1130000000.0,9463000000.0,3854000000.0,1494000000.0,1494000000.0,1209000000.0,AMAT
2016-07-31,6819000000.0,3343000000.0,2828000000.0,7528000000.0,3112000000.0,1375000000.0,1375000000.0,1111000000.0,1115000000.0,9700000000.0,3973000000.0,1599000000.0,1599000000.0,1279000000.0,AMAT
2016-10-30,7217000000.0,3343000000.0,3406000000.0,-3667000000.0,-1437000000.0,-356000000.0,-356000000.0,-282000000.0,1078000000.0,10825000000.0,4511000000.0,2152000000.0,2152000000.0,1721000000.0,AMAT
2017-01-29,7687000000.0,3325000000.0,3491000000.0,3278000000.0,1445000000.0,807000000.0,807000000.0,703000000.0,1078000000.0,11846000000.0,5040000000.0,2605000000.0,2605000000.0,2138000000.0,AMAT
2017-04-30,8212000000.0,5502000000.0,4944000000.0,3546000000.0,3045000000.0,1747000000.0,1747000000.0,1527000000.0,1078000000.0,10685000000.0,6165000000.0,3573000000.0,3573000000.0,3059000000.0,AMAT
2017-07-30,8716000000.0,5303000000.0,5278000000.0,10568000000.0,4745000000.0,2770000000.0,2770000000.0,2452000000.0,1076000000.0,13725000000.0,7798000000.0,4968000000.0,4968000000.0,4400000000.0,AMAT
2017-10-29,9349000000.0,5304000000.0,5010000000.0,-2694000000.0,-2703000000.0,-1456000000.0,-1456000000.0,-1248000000.0,1060000000.0,14698000000.0,6532000000.0,3868000000.0,3868000000.0,3434000000.0,AMAT
2018-01-28,8506000000.0,5305000000.0,6799000000.0,4205000000.0,1920000000.0,1196000000.0,1196000000.0,135000000.0,1056000000.0,15625000000.0,7007000000.0,4257000000.0,4257000000.0,2866000000.0,AMAT
2018-04-29,7042000000.0,5306000000.0,4870000000.0,8784000000.0,4010000000.0,2523000000.0,2523000000.0,1264000000.0,1042000000.0,20863000000.0,7972000000.0,5033000000.0,5033000000.0,2603000000.0,AMAT
2018-07-29,6825000000.0,5308000000.0,3374000000.0,12946000000.0,6037000000.0,3780000000.0,3780000000.0,2437000000.0,1026000000.0,23241000000.0,9264000000.0,6043000000.0,6043000000.0,2588000000.0,AMAT
2018-10-28,6839000000.0,5309000000.0,3440000000.0,-9230000000.0,-4150000000.0,-2703000000.0,-2703000000.0,-523000000.0,967000000.0,16705000000.0,7817000000.0,4796000000.0,4796000000.0,3313000000.0,AMAT
2019-01-27,8209000000.0,5310000000.0,3192000000.0,3753000000.0,1665000000.0,908000000.0,908000000.0,771000000.0,957000000.0,16253000000.0,7562000000.0,4508000000.0,4508000000.0,3949000000.0,AMAT
2019-04-28,8201000000.0,5311000000.0,3116000000.0,3539000000.0,3195000000.0,1684000000.0,1684000000.0,1437000000.0,950000000.0,11008000000.0,6747000000.0,3669000000.0,3669000000.0,4122000000.0,AMAT
2019-07-28,8116000000.0,5312000000.0,3014000000.0,3562000000.0,4752000000.0,2486000000.0,2486000000.0,2008000000.0,943000000.0,1624000000.0,5462000000.0,2375000000.0,2375000000.0,3693000000.0,AMAT
2019-10-27,8214000000.0,5313000000.0,3129000000.0,3754000000.0,-3226000000.0,-1728000000.0,-1728000000.0,-1510000000.0,916000000.0,14608000000.0,6386000000.0,3350000000.0,3350000000.0,2706000000.0,AMAT
2020-01-26,8660000000.0,5314000000.0,3424000000.0,4162000000.0,1858000000.0,1042000000.0,1042000000.0,892000000.0,916000000.0,15017000000.0,6579000000.0,3484000000.0,3484000000.0,2827000000.0,AMAT
2020-04-26,9024000000.0,6815000000.0,5281000000.0,8119000000.0,3607000000.0,1974000000.0,1974000000.0,1647000000.0,917000000.0,19597000000.0,6991000000.0,3774000000.0,3774000000.0,3037000000.0,AMAT
2020-07-26,9569000000.0,5447000000.0,4350000000.0,12514000000.0,5562000000.0,3082000000.0,3082000000.0,2488000000.0,916000000.0,28549000000.0,7801000000.0,4370000000.0,4370000000.0,3517000000.0,AMAT
2020-10-25,10578000000.0,5448000000.0,5351000000.0,-7593000000.0,-3335000000.0,-1733000000.0,-1733000000.0,-1408000000.0,914000000.0,17202000000.0,7692000000.0,4365000000.0,4365000000.0,3619000000.0,AMAT
2021-01-31,11473000000.0,5449000000.0,6213000000.0,5162000000.0,2349000000.0,1283000000.0,1283000000.0,1130000000.0,915000000.0,18202000000.0,8183000000.0,4606000000.0,4606000000.0,3857000000.0,AMAT
2021-05-02,11993000000.0,5450000000.0,6305000000.0,10744000000.0,5002000000.0,2862000000.0,2862000000.0,2460000000.0,917000000.0,20827000000.0,9578000000.0,5494000000.0,5494000000.0,4670000000.0,AMAT
2021-08-01,12060000000.0,5451000000.0,6066000000.0,16940000000.0,7969000000.0,4875000000.0,4875000000.0,4176000000.0,914000000.0,25253000000.0,11985000000.0,7287000000.0,7287000000.0,6358000000.0,AMAT
2021-10-31,12247000000.0,5452000000.0,4995000000.0,-9783000000.0,-4406000000.0,-2131000000.0,-2131000000.0,-1878000000.0,892000000.0,23063000000.0,10914000000.0,6889000000.0,6889000000.0,5888000000.0,AMAT
2022-01-30,11890000000.0,5454000000.0,5264000000.0,6271000000.0,2959000000.0,1976000000.0,1976000000.0,1792000000.0,889000000.0,24172000000.0,11524000000.0,7582000000.0,7582000000.0,6550000000.0,AMAT
